Locality ID,Geological Domain,Region,Geosite Name,Geosite Type,Reference,Title,Latitude,Longitude,Accessibility Class,
loc_01487,Central High Atlas,Beni Mellal-Khénifra,Panoramic view of Oued El Abid from the old Caida of Taounza,,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.12229722,-6.103816667,Moderate,
loc_01488,Central High Atlas,Beni Mellal-Khénifra,Caves of cats and the spring of Tisqui,,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.17446944,-6.525841667,Easy,
loc_01489,Central High Atlas,Beni Mellal-Khénifra,Bioclastic marly limestone of Ait Tafelt formation,,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.16252222,-6.528505556,Easy,
loc_01490,Central High Atlas,Beni Mellal-Khénifra,Eroded sandstone of Jbel Ilaghmane,,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.15674444,-6.377458333,Easy,
loc_01491,Central High Atlas,Beni Mellal-Khénifra,Panoramic view of the red formations separated by the BI and BII magmatic events,,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.16154167,-6.290386111,Difficult,
loc_01492,Central High Atlas,Beni Mellal-Khénifra,Ruiniform reliefs of Jbel Al Maqçoura,,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.15983889,-6.258836111,Difficult,
loc_01493,Anti-Atlas,,Zenaga Inlier,GH,,,30.789275,-6.530641667,Moderate,
loc_01494,Anti-Atlas,,"Neoproterozoic doleritic dykes (Zenaga, Central AA)",GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",31.3587,-5.882772222,Easy,
loc_01495,Anti-Atlas,,Tholeiitic dyke swarms (Zenaga inlier),GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",31.25499444,-5.814813889,Easy,
loc_01496,Anti-Atlas,,Well preserved Pre-Pan-African sedimentary features,GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.54871667,-6.813752778,Easy,
loc_01497,Anti-Atlas,,"Pan-African ophiolites of Bou Azzer and Siroua inliers, central AA)",GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.56487778,-7.203411111,Easy,
loc_01498,Anti-Atlas,,Major Anti-Atlas Fault (central AA),GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.55270278,-7.264191667,Easy,
loc_01499,Anti-Atlas,,"Pan-African Diamictites (Bou-Azzer and Siroua inliers, central AA)",GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.53598611,-7.125977778,Moderate,
loc_01500,Anti-Atlas,,Ediacarian Iknioun granodiorites,GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.30113056,-7.251827778,Difficult,
loc_01501,Anti-Atlas,,Late Neoproterozoic stromatolites,GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.49526667,-7.043958333,Moderate,
loc_01502,Anti-Atlas,,"Contacts Pan-African Groups: Saghro, Mgouna and Ouarzazate Groups",GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.63884167,-7.145236111,Moderate,
loc_01503,Anti-Atlas,,"Contacts Palaeoproterozoic Zenaga complex, late Neoproterozoic Ouarzazate Supergroup and the Cambrian Tata Group",GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.54810556,-6.634427778,Moderate,
loc_01504,Anti-Atlas,,Appalachian type folding in western AA,GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",28.93930833,-8.814366667,Easy,
loc_01505,Anti-Atlas,,Large Cambrian trilobite Paradoxides,GH&C,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.50093611,-6.694125,Easy,
loc_01506,Anti-Atlas,,Ordovician outcrop of Jbel Kissane,GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.70671389,-6.322402778,Moderate,
loc_01507,Anti-Atlas,,Large Ordovician trilobites (Asaphus) death assemblages,GH&C,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.47262778,-7.000352778,Easy,
loc_01508,Anti-Atlas,,Silurian and lowermost Devonian Orthoceras-rich limestones and ammonite-rich limestones,GH&C,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.62295278,-7.227963889,Easy,
loc_01509,Anti-Atlas,,Early Devonian Kess Kess carbonate mounds,GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.72455556,-7.226127778,Difficult,
loc_01510,Anti-Atlas,,Middle Devonian coral stromatoporoid biostrome,GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.70973056,-7.01655,Moderate,
loc_01511,Anti-Atlas,,Green eyes and red Devonian phacopid trilobite,GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.74184167,-6.674591667,Easy,
loc_01512,Anti-Atlas,,Frasnian plants from the Drâa Valley,GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.45470833,-5.942752778,Easy,
loc_01513,Anti-Atlas,,Well preserved shallow-water sedimentary features in Cambrian rocks,GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.64645556,-6.418683333,Difficult,
loc_01514,Anti-Atlas,,Foum-Zguid Jurassic dyke,GH,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",30.15462778,-6.843063889,Easy,
loc_01515,Central High Atlas,Béni Mellal-Khénifra,Alluvial terraces of Aït Mallal,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.53669444,-6.645352778,Difficult,
loc_01516,Central High Atlas,Béni Mellal-Khénifra,Aït Mallal valley,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.52366389,-6.705125,Difficult,
loc_01517,Central High Atlas,Béni Mellal-Khénifra,Badlands of Igoulouane,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.60895833,-6.574558333,Moderate,
loc_01518,Central High Atlas,Béni Mellal-Khénifra,Arouss valley,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.56990278,-6.747588889,Difficult,
loc_01519,Central High Atlas,Béni Mellal-Khénifra,Canyon of Rougoult valley,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.55171389,-6.590441667,Moderate,
loc_01520,Central High Atlas,Béni Mellal-Khénifra,Rat syncline,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.54164444,-6.748036111,Difficult,
loc_01521,Central High Atlas,Béni Mellal-Khénifra,The unconf Paleozoic basement-Mesozoic sedimentary cover of Aït Mallal,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.54734722,-6.611577778,Difficult,
loc_01522,Central High Atlas,Béni Mellal-Khénifra,Rougoult waterfall,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.56250556,-6.611708333,Moderate,
loc_01523,Central High Atlas,Béni Mellal-Khénifra,Springs of Oued Lakhdar (green river),G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.65818889,-6.402627778,Easy,
loc_01524,Central High Atlas,Béni Mellal-Khénifra,Springs and waterfall of Ikiss,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.62546944,-6.747558333,Difficult,
loc_01525,Central High Atlas,Béni Mellal-Khénifra,Sinkholes of the Rat mountain,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.521475,-6.742991667,Difficult,
loc_01526,Central High Atlas,Béni Mellal-Khénifra,Glacial cirques and U-shaped valleys of Rat mountain,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.60404167,-6.4819,Moderate,
loc_01527,Central High Atlas,Béni Mellal-Khénifra,Scree and talus deposits of Rat mountain,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.55313611,-6.730897222,Difficult,
loc_01528,Central High Atlas,Béni Mellal-Khénifra,Scree and talus deposits of Tarkeddid mountain,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.50503333,-6.654311111,Difficult,
loc_01529,Central High Atlas,Béni Mellal-Khénifra,Troglodyte caves of Igoulouane,G,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",31.60035,-6.608191667,Easy,
loc_01530,Anti-Atlas,Souss-Massa,Hercynian folds in Devonian series of Tazoult,S,"Berred et al., 2019a",Aerial interference of Hercynian folds and their morphological peculiarities in the Bani Geopark of southern Morocco,29.46580833,-8.003161111,Easy,
loc_01531,Anti-Atlas,Souss-Massa,Lower Cambrian series crescent or boomerang around the Tagragra of Tata inlier 1,S,"Berred et al., 2019a",Aerial interference of Hercynian folds and their morphological peculiarities in the Bani Geopark of southern Morocco,29.87729444,-8.013680556,Moderate,
loc_01532,Anti-Atlas,Souss-Massa,Lower Cambrian series crescent or boomerang around the Tagragra of Tata inlier 2,S,"Berred et al., 2019a",Aerial interference of Hercynian folds and their morphological peculiarities in the Bani Geopark of southern Morocco,29.84852778,-7.936316667,Difficult,
loc_01533,Anti-Atlas,Souss-Massa,Lower Cambrian series crescent or boomerang around the Tagragra of Tata inlier3,S,"Berred et al., 2019a",Aerial interference of Hercynian folds and their morphological peculiarities in the Bani Geopark of southern Morocco,29.82079444,-7.822294444,Moderate,
loc_01534,Anti-Atlas,Souss-Massa,Interference folds as a mushroom pattern in the lower Cambrian east of the Issafen syncline,S,"Berred et al., 2019a",Aerial interference of Hercynian folds and their morphological peculiarities in the Bani Geopark of southern Morocco,29.86016111,-8.523236111,Moderate,
loc_01535,Anti-Atlas,Souss-Massa,Interference folds as a mushroom pattern in the lower Cambriansouth of Agouliz’s inlier,S,"Berred et al., 2019a",Aerial interference of Hercynian folds and their morphological peculiarities in the Bani Geopark of southern Morocco,29.75800833,-8.207316667,Moderate,
loc_01536,Anti-Atlas,Souss-Massa,Ordovician Trilobites of Zagora Area Site 1,,"Beraaouz et al., 2019",An Inventory of Geoheritage Sites in the Draa Valley (Morocco)_a Contribution to Promotion of Geotourism and Sustainable Development,30.02298889,-6.433980556,Moderate,
loc_01537,Meseta,Rabat-Sale-Kenitra,Messinian/Tortonian in GSP / Stratotype of Oued Akerch,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.93694444,-6.8125,Easy,
loc_01538,Meseta,Rabat-Sale-Kenitra,Upper Devonian Oued Akerch,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.94279167,-6.788352778,Easy,
loc_01539,Meseta,Rabat-Sale-Kenitra,Lower Ordovician Amphibolite of Rabat,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.93553333,-6.766963889,Easy,
loc_01540,Meseta,Rabat-Sale-Kenitra,Lower Ordovician Flow lava,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.94070556,-6.789577778,Easy,
loc_01541,Meseta,Rabat-Sale-Kenitra,Siluro-Lockhovian-T?,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.93931389,-6.790733333,Easy,
loc_01542,Meseta,Rabat-Sale-Kenitra,Pragian Nodular limestone,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.938625,-6.792391667,Easy,
loc_01543,Meseta,Rabat-Sale-Kenitra,Ed?ian Granite of Tiflet,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.83532222,-6.423994444,Easy,
loc_01544,Meseta,Rabat-Sale-Kenitra,Strunian Limestone Conglomerate of Tiflet,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.88125,-6.209594444,Easy,
loc_01545,Meseta,Rabat-Sale-Kenitra,Lower Visean red conglomerate,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.94484444,-6.771775,Easy,
loc_01546,Meseta,Rabat-Sale-Kenitra,Lower Ordovician–Upper Silurian unconformity,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.93958611,-6.790580556,Easy,
loc_01547,Meseta,Rabat-Sale-Kenitra,Miocene/Lower Devonian unconformity,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.94251389,-6.788677778,Easy,
loc_01548,Meseta,Rabat-Sale-Kenitra,Miocene/Lower Visean unconformity,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.94284722,-6.788352778,Easy,
loc_01549,Meseta,Rabat-Sale-Kenitra,Pliocene–Quaternary unconformity,,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,33.94291111,-6.788686111,Easy,
loc_01550,Central High Atlas,Béni Mellal-Khénifra,Panoramic view of overturned bar of Iferghas,S,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.20074721,-6.588045484,Easy,
loc_01551,Central High Atlas,Béni Mellal-Khénifra,Karst cliff of Ighir-n-Oumejjad,Kar02,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.18225109,-6.620698952,Difficult,
loc_01552,Central High Atlas,Béni Mellal-Khénifra,Panoramic view of the Ait Attab syncline,Stra03,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.15968093,-6.649538278,Easy,
loc_01553,Central High Atlas,Béni Mellal-Khénifra,The tectonic deformations of Jbel Hassan,Stru04,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.15246778,-6.649245897,Easy,
loc_01554,Central High Atlas,Béni Mellal-Khénifra,The ruiniform limestones with ammonite of the Ben Cherrou Formation,Pal05,Louz et al.2023,"INVENTORY AND ASSESSMENT OF GEOSITES AND GEODIVERSITY SITES OF THE AIT ATTAB SYNCLINE (M’GOUN UNESCO GEOPARK, MOROCCO) TO STIMULATE GEOCONSERVATION, GEOTOURISM AND SUSTAINABLE DEVELOPMENT",32.26476666,-6.699960718,Easy,
loc_01555,Central High Atlas,Béni Mellal-Khénifra,The bad land of Ait Ouabit,Flu07,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.07759082,-6.679095748,Easy,
loc_01556,Central High Atlas,Béni Mellal-Khénifra,Gorges of Ait Ouabit,Geom08,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.06070741,-6.678895097,Moderate,
loc_01557,Central High Atlas,Béni Mellal-Khénifra,Conglomerate terraces of Oued El Abid,Stra9,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.07440426,-6.658424108,Moderate,
loc_01558,Central High Atlas,Béni Mellal-Khénifra,The footprints of sauropod dinosaurs of Ayt Bouiqban,Pal10,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.0722222,-6.645988411,Easy,
loc_01559,Central High Atlas,Béni Mellal-Khénifra,Lower limit of the basaltic flow B2,Stra11,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.09062533,-6.69962693,Easy,
loc_01560,Central High Atlas,Béni Mellal-Khénifra,Jurassic-Cretaceous unconformity and volcanic activities,Stra12,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.12088142,-6.546541712,Moderate,
loc_01561,Central High Atlas,Béni Mellal-Khénifra,Bioclastic limestone with ammonite of the Bine El Ouadane BIII Formation,Pal13,Louz et al.2023,"INVENTORY AND ASSESSMENT OF GEOSITES AND GEODIVERSITY SITES OF THE AIT ATTAB SYNCLINE (M’GOUN UNESCO GEOPARK, MOROCCO) TO STIMULATE GEOCONSERVATION, GEOTOURISM AND SUSTAINABLE DEVELOPMENT",32.11674845,-6.552508316,Easy,
loc_01562,Central High Atlas,Béni Mellal-Khénifra,Panoramic view of Oued El Abid from the old Caïda of Taounza,Flu14,Louz et al.2023,"INVENTORY AND ASSESSMENT OF GEOSITES AND GEODIVERSITY SITES OF THE AIT ATTAB SYNCLINE (M’GOUN UNESCO GEOPARK, MOROCCO) TO STIMULATE GEOCONSERVATION, GEOTOURISM AND SUSTAINABLE DEVELOPMENT",32.09175972,-6.594322697,Easy,
loc_01563,Central High Atlas,Béni Mellal-Khénifra,Caves of cats and the spring of Tisgui,Spe15,Louz et al.2023,"INVENTORY AND ASSESSMENT OF GEOSITES AND GEODIVERSITY SITES OF THE AIT ATTAB SYNCLINE (M’GOUN UNESCO GEOPARK, MOROCCO) TO STIMULATE GEOCONSERVATION, GEOTOURISM AND SUSTAINABLE DEVELOPMENT",32.10495453,-6.7622867,Easy,
loc_01564,Central High Atlas,Béni Mellal-Khénifra,Bioclastic marly limestone of Ait Taifelt Formation,Pal16,Louz et al.2023,"INVENTORY AND ASSESSMENT OF GEOSITES AND GEODIVERSITY SITES OF THE AIT ATTAB SYNCLINE (M’GOUN UNESCO GEOPARK, MOROCCO) TO STIMULATE GEOCONSERVATION, GEOTOURISM AND SUSTAINABLE DEVELOPMENT",32.12234392,-6.713658338,Easy,
loc_01565,Central High Atlas,Béni Mellal-Khénifra,Eroded sandstone of Jbel Taghmane,Geom17,Louz et al.2023,"INVENTORY AND ASSESSMENT OF GEOSITES AND GEODIVERSITY SITES OF THE AIT ATTAB SYNCLINE (M’GOUN UNESCO GEOPARK, MOROCCO) TO STIMULATE GEOCONSERVATION, GEOTOURISM AND SUSTAINABLE DEVELOPMENT",32.12682744,-6.723678001,Easy,
loc_01566,Central High Atlas,Béni Mellal-Khénifra,Panoramic view of the red formations separated by the BI and BII magmatic events,Stra18,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,32.12787954,-6.728983117,Easy,
loc_01567,Central High Atlas,Béni Mellal-Khénifra,Ruiniform of Jbel Al Maqourra,Kar19,Louz et al.2023,"INVENTORY AND ASSESSMENT OF GEOSITES AND GEODIVERSITY SITES OF THE AIT ATTAB SYNCLINE (M’GOUN UNESCO GEOPARK, MOROCCO) TO STIMULATE GEOCONSERVATION, GEOTOURISM AND SUSTAINABLE DEVELOPMENT",32.16018301,-6.777852623,Easy,
loc_01568,Middle Atlas,Fés-Meknés,Triassic/Ordovician unconformity of Azrou,,"Akhlidej et al., 2025",Geoheritage of the Azrou-Khenifra Basin (Moroccan Massif Central): Inventory and Quantitative Assessment of Geosites,33.46433333,-5.172,Easy,
loc_01569,Middle Atlas,Fés-Meknés,Triassic/upper Devonian unconformity of Tigrigra,,"Akhlidej et al., 2025",Geoheritage of the Azrou-Khenifra Basin (Moroccan Massif Central): Inventory and Quantitative Assessment of Geosites,33.48683333,-5.261666667,Easy,
loc_01570,Middle Atlas,Fés-Meknés,Triassic clays and basalts Concordance of Azrou,,"Akhlidej et al., 2025",Geoheritage of the Azrou-Khenifra Basin (Moroccan Massif Central): Inventory and Quantitative Assessment of Geosites,33.46333333,-5.169333333,Easy,
loc_01571,Middle Atlas,Fés-Meknés,Triassic pillow lava of Azrou,,"Akhlidej et al., 2025",Geoheritage of the Azrou-Khenifra Basin (Moroccan Massif Central): Inventory and Quantitative Assessment of Geosites,33.46183333,-5.165166667,Easy,
loc_01572,Middle Atlas,Fés-Meknés,Lower Liassic dolomite of Akchmir,,"Akhlidej et al., 2025",Geoheritage of the Azrou-Khenifra Basin (Moroccan Massif Central): Inventory and Quantitative Assessment of Geosites,33.43516667,-5.223833333,Easy,
loc_01573,Middle Atlas,Fés-Meknés,Quaternary basalts balls of Sidi-Addi,,"Akhlidej et al., 2025",Geoheritage of the Azrou-Khenifra Basin (Moroccan Massif Central): Inventory and Quantitative Assessment of Geosites,33.389,-5.345833333,Easy,
loc_01574,Middle Atlas,Fés-Meknés,Quaternary/Triassic unconformity of Azrou,,"Akhlidej et al., 2025",Geoheritage of the Azrou-Khenifra Basin (Moroccan Massif Central): Inventory and Quantitative Assessment of Geosites,33.46166667,-5.165,Easy,
loc_01575,Middle Atlas,Fés-Meknés,Chtifat (C 1),,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.31166667,-5.135,Easy,
loc_01576,Middle Atlas,Fés-Meknés,Chtifat (C 2),,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.29583333,-5.128888889,Easy,
loc_01577,Middle Atlas,Fés-Meknés,Lachmine Lakbir (LA 1),,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.195,-5.111666667,Easy,
loc_01578,Middle Atlas,Fés-Meknés,Ait Quassou,,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.19222222,-5.068055556,Easy,
loc_01579,Middle Atlas,Fés-Meknés,Boutjatiout,,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.3625,-5.116111111,Easy,
loc_01580,Middle Atlas,Fés-Meknés,Tichout Tazouggaght,,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.34583333,-5.160833333,Easy,
loc_01581,Middle Atlas,Fés-Meknés,Tamarakoit,,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.06166667,-5.066111111,Moderate,
loc_01582,Middle Atlas,Fés-Meknés,Tamahrart,,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.51138889,-5.2525,Easy,
loc_01583,Middle Atlas,Fés-Meknés,Tizi Idguel,,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.39305556,-5.159166667,Easy,
loc_01584,Middle Atlas,Fés-Meknés,Selrhert (S 1),,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.17611111,-4.993055556,Easy,
loc_01585,Middle Atlas,Fés-Meknés,Selrhert (S 2),,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.18055556,-4.998888889,Easy,
loc_01586,Middle Atlas,Fés-Meknés,Sidi Boundouh,,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.23638889,-5.076944444,Easy,
loc_01587,Middle Atlas,Fés-Meknés,H1,,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.37555556,-5.146388889,Easy,
loc_01588,Middle Atlas,Fés-Meknés,H2,,"Benamrane et al., 2022",Geomorphological Classification of Monogenetic Volcanoes and Its Implication to Tectonic Stress Orientation in the Middle Atlas Volcanic Field (Morocco),33.36388889,-5.153611111,Easy,
